 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
54060,1,2,0,483,0,483,0,241.5,341.5325753,0,0,0.0,0.0,483000000.0,2000000.0,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0.0,0.0,0,0,1,0,0,0,64,0,2000000.0,0.0,0,483,322.0,278.86018,77763.0,0,1,0,0,1,0,0,0,0,483.0,241.5,0.0,64,0,0,0,0,0,0,2,483,0,0,235,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,15799,2,2,84,162,42,42,42.0,0.0,81,81,81.0,0.0,15570.60573,253.180581,5266.333333,9115.494739,15792,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,40,64,126.5902905,126.5902905,42,81,57.6,21.36117974,456.3,0,0,0,0,0,0,0,0,1,72.0,42.0,81.0,40,0,0,0,0,0,0,2,84,2,162,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,5763264,8,5,609,2683,342,0,76.125,125.1609678,1460,0,536.6,707.412044,571.2040955,2.255666234,480272.0,1619708.915,5623302,4,5763264,823323.4286,2116753.419,5623302,4,65714,16428.5,17626.09222,37304,47,0,0,0,0,172,108,1.388102298,0.867563936,0,1460,235.1428571,466.0267172,217180.9011,0,0,0,1,0,0,0,0,0,253.2307692,76.125,536.6,172,0,0,0,0,0,0,8,609,5,2683,8192,4912,7,20,139958.0,0.0,139958,139958,5623302.0,0.0,5623302,5623302,BENIGN
57396,3,2,0,37,0,31,6,18.5,17.67766953,0,0,0.0,0.0,12300000.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,1,0,0,0,40,0,666666.6667,0.0,6,31,22.66666667,14.43375673,208.3333333,0,1,0,0,1,0,0,0,0,34.0,18.5,0.0,40,0,0,0,0,0,0,2,37,0,0,946,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
55760,61,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,196721.3115,32786.88525,61.0,0.0,61,61,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,16393.44262,16393.44262,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,351,16560,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
48741,49,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,244897.9592,40816.32653,49.0,0.0,49,49,49,49.0,0.0,49,49,0,0.0,0.0,0,0,0,0,0,0,40,0,40816.32653,0.0,6,6,6.0,0.0,0.0,1,0,0,0,0,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,0,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,34516585,7,7,454,1975,424,0,64.85714286,158.3828995,1963,0,282.1428571,741.1937283,70.37196756,0.405602119,2655121.923,4310305.732,10000000,19,30700000,5120770.5,5366437.84,10000000,23486,34500000,5748854.833,4852484.583,10000000,747,0,0,0,0,152,188,0.202801059,0.202801059,0,1963,161.9333333,509.9062192,260004.3524,0,0,0,1,0,0,0,0,1,173.5,64.85714286,282.1428571,152,0,0,0,0,0,0,7,454,7,1975,8192,946,6,20,241696.3333,377950.6815,678116,23135,9999844.667,572.7628945,10000000,9999228,BENIGN
53,209,2,2,166,230,83,83,83.0,0.0,115,115,115.0,0.0,1894736.842,19138.75598,69.66666667,80.02707875,158,2,2,2.0,0.0,2,2,49,49.0,0.0,49,49,0,0,0,0,64,64,9569.37799,9569.37799,83,115,95.8,17.52712184,307.2,0,0,0,0,0,0,0,0,1,119.75,83.0,115.0,64,0,0,0,0,0,0,2,166,2,230,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,669,1,1,93,175,93,93,93.0,0.0,175,175,175.0,0.0,400597.9073,2989.536622,669.0,0.0,669,669,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,1494.768311,1494.768311,93,175,120.3333333,47.34272207,2241.333333,0,0,0,0,0,0,0,0,1,180.5,93.0,175.0,32,0,0,0,0,0,0,1,93,1,175,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,5230274,5,5,403,1102,391,0,80.6,173.5448069,545,0,220.4,296.3280277,287.7478312,1.911945722,581141.5556,1552067.004,4716603,0,513671,128417.75,142763.5245,335974,9569,5144607,1286151.75,2289240.862,4716636,48895,0,0,0,0,124,112,0.955972861,0.955972861,0,545,136.8181818,232.6292407,54116.36364,0,0,0,1,0,0,0,0,1,150.5,80.6,220.4,124,0,0,0,0,0,0,5,403,5,1102,8192,60,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
